valid,urgent,aircraft,report,turbulence,atrcc,fl,lat,lon,year
2025-01-04 03:30:00,F,B738,LAX UA /OV LAX/TM 0330/FL010/TP B738/SK OVC010-TOP014,,ZLA,1000,33.93816,-118.38653,2025
2025-01-04 04:19:00,F,E75L,LAX UA /OV LAX/TM 0419/FL012/TP E75L/SK BKN012,,ZLA,1200,33.93816,-118.38653,2025
2025-01-04 05:55:00,F,E75L,KLAX UA /OV LAX070005/TM 0555/FL013/TP E75L/SK OVC013-TOPS021,,ZLA,1300,33.96666398724875,-118.292134838746,2025
2025-01-04 16:28:00,F,B737,LAX UA /OV LAX180025/TM 1628/FL065/TP B737/TB MOD BLO 065/RM DURC LAX SOUTHBOUND,MOD BLO 065,ZLA,6500,33.52145958329959,-118.38653,2025
2025-01-04 17:10:00,F,RV5,EMT UA /OV KEMT010001/TM 1710/FL025/TP RV5/WX HZ/RM CLEAR ABV 025,,ZLA,2500,34.102414792042,-118.0315052159428,2025
2025-01-04 17:17:00,F,B737,BUR UA /OV FIM120010/TM 1717/FL070/TP B737/TB MOD BLO 070,MOD BLO 070,ZLA,7000,34.276659916659916,-118.70513881407882,2025
2025-01-04 17:28:00,F,E75L,BUR UA /OV BUR090015/TM 1728/FL040/TP E75L/TB LGT-MOD CHOP/RM SIMI VALLEY PRACTICE AREA,LGT-MOD CHOP,ZLA,4000,34.20067,-118.0563751030464,2025
2025-01-04 17:30:00,F,B737,BUR UA /OV BUR240015/TM 1730/FL030/TP B737/TB CONS MOD 030-090/RM CONTINUOUS MOD TURB DURING CLIMBING ON LADYJ AND OROSZ SIDS,CONS MOD 030-090,ZLA,3000,34.075659874989874,-118.62046506019622,2025
2025-01-04 17:47:00,F,P28A,SMO UA /OV SMO360006/TM 1747/FL022/TP P28A/WX FV05SM,,ZLA,2200,34.1210081000081,-118.44708,2025
2025-01-04 18:23:00,F,SR20,SMO UA /OV SMO270003/TM 1823/FL031/TP SR20/WX FV05SM,,ZLA,3100,34.021,-118.5074107016379,2025
2025-01-04 19:05:00,F,R22,EMT UA /OV KEMT190001/TM 1905/FL013/TP R22/WX FV03SM,,ZLA,1300,34.069585207958,-118.03849478405718,2025
2025-01-04 19:33:00,F,DA40,EMT UA /OV KEMT090001/TM 1933/FL013/TP DA40/WX FV02SM/RM FV TO NW 3-4SM AND FV TO E 2SM,,ZLA,1300,34.086,-118.01487434072652,2025
2025-01-05 00:00:00,F,C172,SMO UA /OV SMO250003/TM 0000/FL020/TP C172/TB LGT CHOP,LGT CHOP,ZLA,2000,34.00389760765075,-118.50377231513598,2025
2025-01-05 03:25:00,F,B737,BUR UA /OV BUR/TM 0325/FL028/TP B737/RM 20 KT CROSSWIND AT 2 000 FEET AGL RWY 8 ARRIVAL BUR,,ZLA,2800,34.20067,-118.35867,2025
2025-01-05 22:06:00,T,C172,WHP UUA /OV KWHP/TM 2206/FL012/TP C172/RM LLWS +/- 10KTS SHORT FINAL KWHP,,ZLA,1200,34.25933,-118.41343,2025
2025-01-05 23:11:00,F,SR22,"VNY UA /OV VNY29004/TM 2311/FL025/TP SR22/TB MOD/RM ""VERY BUMPY",MOD,ZLA,2500,34.20972,-118.48917,2025
2025-01-05 23:11:00,F,SR22,"VNY UA /OV VNY29004/TM 2311/FL025/TP SR22/TB MOD/RM ""VERY BUMPY""",MOD,ZLA,2500,34.20972,-118.48917,2025
2025-01-05 23:44:00,F,C25B,VNY UA /OV VNY23007/TM 2344/FL039/TP C25B/TB LIGHT,LIGHT,ZLA,3900,34.20972,-118.48917,2025
